---
source: R[v4.4.3]::data.table[v1.17.0]::fwrite
creation_time_utc: 2025-03-10 08:27:26
schema:
  fields:
  - name: species
    type: character
  - name: ID
    type: integer
  - name: year_
    type: integer
  - name: date_
    type: Date
  - name: caught_time
    type: POSIXct
  - name: bled_time
    type: POSIXct
  - name: sex
    type: character
  - name: tarsus
    type: numeric
  - name: wing
    type: numeric
  - name: weight
    type: numeric
  - name: testo
    type: numeric
  - name: volume
    type: numeric
  - name: GnRH
    type: character
  - name: haema
    type: numeric
header: yes
sep: ','
sep2:
- ''
- '|'
- ''
eol: "\r\n"
na.strings: ''
dec: '.'
qmethod: double
logical01: no
---
species,ID,year_,date_,caught_time,bled_time,sex,tarsus,wing,weight,testo,volume,GnRH,haema
REPH,270170167,2017,2017-06-23,2017-06-23T11:55:00Z,2017-06-23T12:05:00Z,F,22.6800003051758,145.5,53.5999984741211,43.47188,30,,50
REPH,270170168,2017,2017-06-23,2017-06-23T12:22:00Z,2017-06-23T12:31:00Z,F,24.0799999237061,141,67.8000030517578,75.1873,18,,55.5
REPH,270170169,2017,2017-06-23,2017-06-23T12:55:00Z,2017-06-23T13:04:00Z,M,21.4899997711182,130,52.0999984741211,399.48951,10,,50
REPH,270170169,2019,2019-06-01,2019-06-01T17:14:00Z,2019-06-01T17:17:00Z,M,21.5,132.5,54.7000007629395,4914.33682,12,,54
REPH,270170170,2017,2017-06-23,2017-06-23T12:55:00Z,2017-06-23T13:12:00Z,F,22.2000007629395,135.5,60.2999992370606,62.71431,33,,56
REPH,270170171,2017,2017-06-23,2017-06-23T14:21:00Z,2017-06-23T14:29:00Z,M,22.0799999237061,135,52.5,224.85953,38,,58.5
REPH,270170172,2017,2017-06-24,2017-06-24T12:06:00Z,2017-06-24T12:13:00Z,F,20.3999996185303,140,59.0999984741211,294.75353,24,,51
REPH,270170173,2017,2017-06-24,2017-06-24T12:34:00Z,2017-06-24T12:43:00Z,M,21.8099994659424,128.5,48.2000007629395,33.19214,58,,48.5
REPH,270170174,2017,2017-06-24,2017-06-24T14:58:00Z,2017-06-24T15:08:00Z,F,22.2900009155273,140,63.7000007629395,50.76434,27,,50.5
REPH,270170175,2017,2017-06-24,2017-06-24T16:25:00Z,2017-06-24T16:37:00Z,M,22.5900001525879,134.5,48.5,1128.75021,20,,56
REPH,270170176,2017,2017-06-24,2017-06-24T16:20:00Z,2017-06-24T16:44:00Z,F,22.2299995422363,135,60.4000015258789,233.46732,12,,56
REPH,270170177,2017,2017-06-26,2017-06-26T12:00:00Z,2017-06-26T12:13:00Z,F,22.0900001525879,137,51.5999984741211,26.79415,53,,53
REPH,270170178,2017,2017-06-26,2017-06-26T12:29:00Z,2017-06-26T12:38:00Z,M,22.9200000762939,133,46.9000015258789,121.94372,14,,51
REPH,270170179,2017,2017-06-26,2017-06-26T17:33:00Z,2017-06-26T17:39:00Z,M,22.0100002288818,133,50.2999992370606,81.27993,17,,54
REPH,270170179,2018,2018-06-21,2018-06-21T12:24:00Z,2018-06-21T12:30:00Z,M,,,55.2999992370606,6204.39652,13,,57
REPH,270170180,2017,2017-06-27,2017-06-27T11:37:00Z,2017-06-27T11:46:00Z,M,21.1499996185303,134,44.9000015258789,61.92027,22,,50.5
REPH,270170204,2017,2017-05-27,2017-05-27T16:58:00Z,2017-05-27T17:10:00Z,F,22.6100006103516,140,62.5,140.21527,10,,56
REPH,270170205,2017,2017-05-28,2017-05-28T21:34:00Z,2017-05-28T21:38:00Z,F,21.9599990844727,141.5,62.0999984741211,758.83149,6,,51
REPH,270170206,2017,2017-05-28,2017-05-28T22:26:00Z,2017-05-28T22:32:00Z,F,22.3700008392334,133,55.0999984741211,1441.12566,22,,56
REPH,270170208,2017,2017-05-29,2017-05-29T11:00:00Z,,F,24.7299995422363,142,60.4000015258789,2463.55998,36,,56
REPH,270170209,2017,2017-05-29,2017-05-29T12:44:00Z,2017-05-29T12:50:00Z,F,22.8400001525879,139,60.2999992370606,1844.6583,17,,56
REPH,270170210,2017,2017-06-08,2017-06-08T11:24:00Z,2017-06-08T11:26:00Z,M,22.3999996185303,134,49,6541.52988,14,,45
REPH,270170210,2017,2017-06-08,2017-06-08T11:24:00Z,2017-06-08T11:26:00Z,M,22.3999996185303,134,49,8230.4034,76,low,45
